id,sku_id,description,primary_image
100187e3-9203-4bea-8753-91172429f571,00585-01,8X7X3 RSN TRI GEO ELEPHANT 2/A BLK/WHT,https://fileserver-g-p.sourcerer.tech/files/f03a06ce-4ce4-4b1a-8b41-69d951f696fd
0f8b63e1-c7df-4d7f-97e2-3e2146842f5b,671,"PAPER MACHE, 10"" EARED VASE, IVORY",
74a475fc-96a2-4e54-a739-466939b9bb4c,10483,"GARDEN STOOL, CERAMIC, PEARL SNAKE",https://fileserver-g-p.sourcerer.tech/files/7b57e93c-de00-4c50-8454-4ca3a8318ee0
f9b3eee8-8232-4709-a63c-4b8fe6a434ef,10483D,"CERAMIC GARDEN STOOL, PEARL SNAKE",https://fileserver-g-p.sourcerer.tech/files/c23e79bb-aa99-4c4b-9320-f8f4263d9d5e
e6294cfe-22c5-4827-b7b2-00d62302631b,10484,COVERED JAR CERAMIC - PEARL SNAKE,https://fileserver-g-p.sourcerer.tech/files/21154587-670c-40df-85d3-927263555cf6
d42216cb-7b46-43d8-b6a6-467c1e4a4a9c,10484D,"COVERED JAR CERAMIC, PEARL SNAKE",https://fileserver-g-p.sourcerer.tech/files/4739e94d-5f34-4fd7-a136-83312de4e91f
76a234b7-345c-4c40-8112-d77351525d18,10485,CERAMIC VASE PEARL SNAKE,https://fileserver-g-p.sourcerer.tech/files/adb9449f-0d5b-4c7a-959b-a46b5f25bbf2
e234da88-c039-4655-ae29-644ebfea89af,10485D,"CERAMIC VASE, PEARL SNAKE",https://fileserver-g-p.sourcerer.tech/files/f80fe20e-ac69-4829-90f9-a2acd23db9a7
f2a0b125-6312-4d92-99b8-7e04b2aa6a5f,10487,"CERAMIC SKULL, SILVER",https://fileserver-g-p.sourcerer.tech/files/908ceaf0-ddb3-4657-892e-0d07d14574a6
9b6b54bd-4085-4847-82fc-aaf8ad28facd,10488,"CERAMIC SHELL, PEARL",https://fileserver-g-p.sourcerer.tech/files/6335f345-c2d2-4ad2-a264-ad424fb8d6ed
3029079d-9a69-479e-af10-1b7d3e89247e,10489,GUNMETAL CERAMIC ELEPHANT,https://fileserver-g-p.sourcerer.tech/files/b5cec5a9-c299-4f81-8154-e803c1764fff
13c091bd-3e28-48fe-a165-f5aaeae6f561,10490,"CERAMIC FEATHERED BOX, BLUE",https://fileserver-g-p.sourcerer.tech/files/2f7e9699-b2b1-480b-9db7-e1de3496b597
11baaee1-ff3a-46b5-9620-b519423b5114,10491,"CERAMIC FEATHERED VASE, BLUE",https://fileserver-g-p.sourcerer.tech/files/4835f34d-2128-4a0f-abfb-c834d4d0ebd4
910305a1-ca3f-4d61-8f9d-3cd929b1afaa,10492,"CERAMIC FEATHERED VASE, BLUE",https://fileserver-g-p.sourcerer.tech/files/3c1a990a-bf01-414b-a285-ced4b2a01533
24b14139-d422-49ee-b7f6-0481206b5b1a,10493,"CERAMIC COVERED JAR, GREEN MARBLE",https://fileserver-g-p.sourcerer.tech/files/b6ba8a92-8dbe-400a-90e1-52fc9ec60a65
f50974f1-a43a-4f6a-a1f1-5c06e4bbb3b2,10493-01,"CERAMIC COVERED JAR, GRAY MARBLE",https://fileserver-g-p.sourcerer.tech/files/108faaea-3e5c-4707-86cc-a705a596835a
dcca8e86-20b7-4c5d-aea7-198f833f96c7,10494,"CERAMIC COVERED JAR, GREEN MARBLE",https://fileserver-g-p.sourcerer.tech/files/9356189d-b8a7-4b4a-86f6-135afeb4b481
1ff63349-77bd-41a1-9d4c-6fdede8267e6,10494-01,"CERAMIC COVERED JAR, GRAY MARBLE",https://fileserver-g-p.sourcerer.tech/files/458743e1-fcde-4046-8a3c-85bd8f70a750
bf7ee7f9-15fc-486b-9c6e-5d2df43d6ca5,10495,"CERAMIC TEMPLE JAR, GREEN MARBLE",https://fileserver-g-p.sourcerer.tech/files/4364d308-1536-4f02-92b4-4548ca0ae5e4
f5e99382-5d16-4674-81d1-09eb8d98864c,10496,"CERAMIC TEMPLE JAR, GREEN MARBLE",https://fileserver-g-p.sourcerer.tech/files/d3c694d6-a261-4c5c-a1af-8f5508386b1d
b0f84a33-295e-4ea1-97de-a308c50b712d,10497,GREEN MARBLE CERAMIC ELEPHANT,https://fileserver-g-p.sourcerer.tech/files/e2403b1e-5095-49c5-ba29-a2e2bf36f917
04480025-3588-4e16-9022-2225c3b15ca1,10497-01,"CERAMIC ELEPHANT FIGURINE, GRAY MARBLE",https://fileserver-g-p.sourcerer.tech/files/101699a3-d397-4565-9463-3a8da84b86cc
1700594e-9d15-4ad9-8106-31263b6ca04f,10498,"CERAMIC BOTTLE, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/0da6ca86-15d8-4329-902d-498a5f9d6438
3d4e37f0-bde0-4576-9876-441629d49b6a,10498D,"CERAMIC DECORATIVE BOTTLE, GUNMETAL",https://fileserver-g-p.sourcerer.tech/files/6d60a237-41ea-40d2-9d3c-b498e78c256f
42a1427f-abe4-4fff-9aa7-fe40d1225f8a,10499,"CERAMIC BOTTLE, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/233ba579-c0c9-46ab-8aab-01c915b2248b
c51f3b08-2783-4e68-9edb-a6d12563a743,10499D,"CERAMIC DECORATIVE BOTTLE, GUNMETAL",https://fileserver-g-p.sourcerer.tech/files/da7e5a64-6b47-41dc-93c2-7e8ffc09aa65
a2a32ba6-d902-4473-8a3e-e5fa7ba5f2fa,10500,"CERAMIC BOTTLE, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/77c486f7-a3d2-4c8e-8274-fde04f5c3357
eb29b364-1de9-42b7-8dc1-9eff60908c9f,10500D,"CERAMIC DECORATIVE BOTTLE, GUNMETAL",https://fileserver-g-p.sourcerer.tech/files/f20e2364-3f04-41c7-addc-b758687454df
7d3100f3-d30c-4be5-9fbb-8e97af8a12eb,10501,"CERAMIC VASE, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/25b50291-5fc3-40a6-aeac-f7c1ae78388f
f98920dd-650a-4dbc-9dbe-8b91cb0ae78c,10501D,"CERAMIC WIDE VASE, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/68cd9685-1f10-40dd-97bf-f5d5dc89902d
aa0644f1-2a10-4cdf-9371-0ee7bd6f8519,10502,"CERAMIC MONKEY FIGURINE, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/62d67114-0b45-4023-955c-45e34fbc459c
15598982-41fa-4b25-b50c-2e04935b175c,10502-01,"CERAMIC MONKEY W/ TRAY FIGURINE, WHITE",https://fileserver-g-p.sourcerer.tech/files/11b22954-f89e-4bb7-892e-0ab3e84a1cec
bcb56c39-ecec-468e-9da4-c9be219b42ce,10503,"CERAMIC VASE, PEARL",https://fileserver-g-p.sourcerer.tech/files/a1f89261-6120-4f28-8fe5-505cb6fbea9c
bdfedc02-df23-472e-8728-1ee0b11d534e,10504,"CERAMIC VASE, PEARL",https://fileserver-g-p.sourcerer.tech/files/6e22d660-f80c-4502-8077-d45c2450e46b
7090be6c-d3a9-4d9e-97f8-d00bad54dc49,10505,"CERAMIC VASE, PEARL",https://fileserver-g-p.sourcerer.tech/files/88f4eea8-9f7a-46fb-a465-af43013148b2
d6770c86-548a-4e5a-9be1-448210304724,10506,"CERAMIC VASE, PEARL",https://fileserver-g-p.sourcerer.tech/files/07b0f188-7365-4b8d-8fd3-a47ebb1086a0
9c9598ae-db01-495c-8d8b-85f612d87359,10507,"CERAMIC VASE, PEARL STRIPES",https://fileserver-g-p.sourcerer.tech/files/94c2a4c4-c76a-4cf3-8843-bcbf26f510ea
8ac6c9e0-2eeb-4873-8b86-88502f54e2a8,10507D,"CERAMIC VASE, PEARL STRIPE",https://fileserver-g-p.sourcerer.tech/files/c187b517-4c88-4d8e-8a1f-119ba458a689
6183e620-889f-4bc2-89fa-026673393088,10508,"CERAMIC VASE, PEARL STRIPES",https://fileserver-g-p.sourcerer.tech/files/011745b6-e213-4dac-9b9b-c956dfdb2b38
e1506ba6-9d39-4796-93ae-59c28f016317,10508D,"WIDE VASE, CERAMIC, PEARL STRIPE",https://fileserver-g-p.sourcerer.tech/files/d85adda9-0ff1-4c26-8836-316ea7b3f2f0
dbb96daa-ab95-4d56-a436-3ff7055a41bd,10509,"CERAMIC VASE, PEARL STRIPES",https://fileserver-g-p.sourcerer.tech/files/839e8a98-7bd1-45ad-83c8-0266cd522b5a
869335e0-9316-404d-b031-bac68f35ce71,10509D,"CERAMIC VASE, PEARL STRIPE",https://fileserver-g-p.sourcerer.tech/files/435c61b5-05c6-4a51-bc7c-ba919a528387
4a98ffd5-5d54-4d3b-919c-0459876c0ee0,10510,"CERAMIC VASE, PEARL STRIPES",https://fileserver-g-p.sourcerer.tech/files/b2cfcfef-e63a-443d-b1f7-cfa17a1d5672
b47fe9c5-9ad7-47bd-9b66-0faa3656834e,10510D,"CERAMIC VASE, PEARL STRIPE",https://fileserver-g-p.sourcerer.tech/files/8edd3e23-e78d-449f-95a3-61ee9d6cd3d2
61275a31-660d-4e9d-8dc4-d3b6c6d03b82,10511,"CERAMIC VASE, LIGHT GREEN",https://fileserver-g-p.sourcerer.tech/files/55ae7895-4a42-4440-8aea-fbf0813106eb
325512f8-bf1c-4831-9217-736f822f76cf,10512,"CERAMIC VASE, LIGHT GREEN",https://fileserver-g-p.sourcerer.tech/files/c4c6cc9a-184f-4c56-b5c1-b428272bfa50
fc2b40d6-eaa9-44a4-a083-c18c483491e1,10513,"CERAMIC VASE, LIGHT GREEN",https://fileserver-g-p.sourcerer.tech/files/9fc1fd90-eb8c-4a6c-b478-ef9ce91e70ba
9a8f8285-1800-4ed1-8c1b-d49366470fd9,10514,"CERAMIC COVERED JAR, LIGHT GREEN",https://fileserver-g-p.sourcerer.tech/files/974d46d7-70fa-46b4-9f4e-6b0ac0c027d8
0c83df31-2907-41fd-9e19-92ba5b4e9de2,10515,"CERAMIC COVERED JAR, LIGHT GREEN",https://fileserver-g-p.sourcerer.tech/files/b1b25b0b-b124-44f3-aae8-9af6766865f4
b4ad136d-b245-430e-8663-c5e774f69590,10516,"CERAMIC VASE, LIGHT GREEN",https://fileserver-g-p.sourcerer.tech/files/094aca76-410c-4247-86f5-fce474d30b5b
b90c640c-0e92-4625-8faa-bdde64ea01cb,10517,"CERAMIC VASE, LIGHT GREEN",https://fileserver-g-p.sourcerer.tech/files/33e3d70d-1613-4b09-bb2c-62c3058d9801
f91e08f6-3ed7-4b68-9d30-b597937abb32,10518,"CERAMIC VASE WITH METAL HANDLES, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/37ab34a1-14c4-4e95-a34e-9953f02914d8
941a4cae-89e3-4998-8d22-59065af66a20,10519,"CERAMIC VASE WITH METAL HANDLES, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/20823b8b-e79e-49c9-aef5-879501cbdf67
272d81b6-a58b-4d89-ab14-4e40bf11ce58,10520,"CERAMIC VASE WITH METAL HANDLES, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/907c817e-29c4-48a5-8594-9b5382f9511e
7e6b933f-dc88-49e3-91a8-6a9ab8988e7a,10521,"CERAMIC VASE, BLACK",https://fileserver-g-p.sourcerer.tech/files/2fd3791f-143f-43e1-ac1a-c05fc5962584
1f561b1a-88b6-48e7-8df9-3b9e80bd5818,10522,"CERAMIC VASE, BLACK",https://fileserver-g-p.sourcerer.tech/files/1e465b07-0c55-470c-bcbb-96d6fda04b86
03c56463-16b5-4b2d-95db-7f7aa1720688,10523,"CERAMIC VASE, DARK RED BUTTERFLY",https://fileserver-g-p.sourcerer.tech/files/798a8e61-0d61-4d59-b1b6-8ca2eae6efff
56906c6b-9fa9-4a3d-b82a-9e9374f24f29,10524,"CERAMIC COVERED JAR, VIRIDIANGREEN",https://fileserver-g-p.sourcerer.tech/files/67a2b1e7-32b9-4fe6-bf0d-f641be062b99
e1f0a7eb-6445-4b47-be9c-01fedb9f5384,10525,"CERAMIC COVERED JAR, VIRIDIANGREEN",https://fileserver-g-p.sourcerer.tech/files/de944aac-1e54-4025-8788-47e7e5294f9e
115200c8-bd6f-433f-8941-af9bbfcccb55,10526,"CERAMIC COVERED JAR, BLUE/BRONZE",https://fileserver-g-p.sourcerer.tech/files/6549bab8-4099-4965-89b0-435f4e31b01e
bdfbdaa5-82fc-4771-9035-bd1e8276007d,10527,"CERAMIC COVERED JAR, BLUE/BRONZE",https://fileserver-g-p.sourcerer.tech/files/bc44f7b9-899b-4151-a5cb-3c4bd2bd241f
fd48c161-9eb6-4d04-95ae-46f119d3cf11,10528,"CERAMIC COVERED JAR, BLUE/BRONZE",https://fileserver-g-p.sourcerer.tech/files/8baeb645-3cff-4ac9-9918-77f2f0a4f2ae
dc6b0fce-3538-4498-9eed-181e9e31b361,10529,"CERAMIC COVERED JAR, BLUE/BRONZE",https://fileserver-g-p.sourcerer.tech/files/4dcf83ad-e9c3-443f-98ed-21cf4e8fea35
f359d0a8-95e7-457c-8b23-36b0249c8ad6,10530,"CERAMIC BOWL, BLUE/BRONZE",https://fileserver-g-p.sourcerer.tech/files/cf267b03-42f1-4117-b13f-b197f0124353
14459521-3c72-4ab6-a16a-715e5fabb11e,10531,"VASE, CERAMIC, BLUE/BRONZE",https://fileserver-g-p.sourcerer.tech/files/a7339a5a-a3d2-4877-80ec-30e616cfb910
3c4a4d8b-c920-4067-8a3e-6f836c806186,10532,"VASE, CERAMIC, BLUE/BRONZE",https://fileserver-g-p.sourcerer.tech/files/ccf35a8d-a714-4951-a02e-b618370b5a7a
e1051343-59fd-4e33-a33b-efe6b72c1c97,10533,"VASE, CERAMIC, BLUE/BRONZE",https://fileserver-g-p.sourcerer.tech/files/78e3abc8-a4a2-4839-97ce-342870312627
d5dc6098-82aa-45a9-9713-7a95a9c4797d,10534,"CERAMIC CIRCULAR CUTOUT VASE,BLACK",https://fileserver-g-p.sourcerer.tech/files/b0a44116-e284-487c-8eaa-968cffb7d58f
d18e2085-da86-4e85-a4c0-01ca924db4e7,10535,"CERAMIC CIRCULAR CUTOUT VASE,BLACK",https://fileserver-g-p.sourcerer.tech/files/271d5039-2f1e-4e20-acfa-8e67fed6aacc
de406fd8-19e6-4ac1-9c53-7300b76a85ef,10536,"CERAMIC CIRCULAR CUTOUT VASE,BLACK",https://fileserver-g-p.sourcerer.tech/files/8578f7ac-27ab-49cc-b7bb-3ce2c3c35970
989e5a52-789b-4f0c-b0b4-69d40f4ac98b,10537,"CERAMIC VASE, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/ebe38665-9ea8-4eb0-96f0-cd16f3466485
cfc58e50-d9f1-4810-941e-e2912fbb5390,10538,"CERAMIC VASE, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/6cb9992a-3c50-485f-9c20-0cbe1b244e9b
07961bf3-8202-41f2-8a38-07801db4c12a,10539,"CERAMIC PIPE DECOR, BLACK",https://fileserver-g-p.sourcerer.tech/files/61bcda59-0131-4d2c-a6f5-c03554df498c
9d37acbf-167e-49e0-963a-f8c9127ad697,10540,"BLACK LIGHTBULB BUD VASE 5""",https://fileserver-g-p.sourcerer.tech/files/b03f8387-b48a-483b-ad55-7c5a86073e38
a62ed174-7b92-4a07-ac6a-be29133e0d89,10541,"BLACK LIGHTBULB BUD VASE 6""",https://fileserver-g-p.sourcerer.tech/files/a5464dac-3476-4a51-b118-3cf75a2d37da
4af0a2f2-104e-43d3-94dc-08564f6d12ea,10542,"CERAMIC RECTANGULAR VASE, OMBRE ORANGE",https://fileserver-g-p.sourcerer.tech/files/f2a33b90-4d2d-4768-8668-94ffb825aa14
51b935c0-6381-4ee3-b52a-0bea95f467c2,10543,"CERAMIC RECTANGULAR VASE, OMBRE ORANGE",https://fileserver-g-p.sourcerer.tech/files/1aaa54cf-95e2-47ab-a6ea-9a2860b06cc5
d903e075-98a9-41f7-8161-991395e295b3,10544,"CERAMIC GEO DECORATIVE OBJECT,SILVER",https://fileserver-g-p.sourcerer.tech/files/926fb572-f736-4d99-800c-aeb80c36581a
6acfdc1e-58b8-4129-a31b-98d7f5e99f93,10545,"CERAMIC GEO OBJECT, BLACK",https://fileserver-g-p.sourcerer.tech/files/c3dd59ff-0f80-4fb3-8863-4a0b7ab3bdd0
e738c414-1c7f-4e3b-932a-cdd0d35467e7,10545D,"CERAMIC GEO DECORATIVE OBJECT,BLACK",https://fileserver-g-p.sourcerer.tech/files/2550cc96-d5ee-431e-912d-7f4a8cda4809
801e1c88-7c24-441b-8806-a1a61618ccb5,10546,"CERAMIC GEO DECORATIVE OBJECT,COPPER",https://fileserver-g-p.sourcerer.tech/files/30f1c47c-912b-437b-84a5-a4e5195d3d19
ad8b15da-6f6a-43a5-8d95-62dc4ee4b9e8,10547,"CERAMIC GEO OBJECT, WHITE",https://fileserver-g-p.sourcerer.tech/files/0553f819-d6ea-4943-a6a6-2e3c37e68ac7
5e8da2e4-f608-40e5-b353-aeb44aa1f60b,10547D,"GEO DECORATIVE OBJECT, CERAMIC, GLOSS WHITE",https://fileserver-g-p.sourcerer.tech/files/f9966c67-d8ef-40cb-ae96-c691faff338b
6e6553f4-198e-4a6b-8681-450f732da234,10548,"CERAMIC DECORATIVE VASE, SILVER",https://fileserver-g-p.sourcerer.tech/files/0540bc56-6bc5-45d6-b6aa-29f4be5f6517
115fd105-2578-42eb-86fc-c9a5336838bc,10549,"CERAMIC DECORATIVE VASE, SILVER",https://fileserver-g-p.sourcerer.tech/files/a9fd1446-a9ac-460f-9aeb-bc4b6659268b
2bb2d50d-81d2-49ee-9991-a8fa77db608c,10550,SILVER CERAMIC BINOCULARS,https://fileserver-g-p.sourcerer.tech/files/1f5ba36b-fe96-48bc-8574-01ab525f5fcf
c6eae6db-d82d-4fe1-889d-c3b1a2bf2000,10551,SILVER CERAMIC SHOE,https://fileserver-g-p.sourcerer.tech/files/5db5a181-ca8d-474b-8577-bd664a4ccc43
ff899ae8-6235-436c-b833-3c7ed24c44f5,10552,SILVER CERAMIC BUDDHA HEAD,https://fileserver-g-p.sourcerer.tech/files/a2a86637-67cc-4c9b-83f2-7a4b21860d5a
bb08e69a-9ae3-4bf8-be91-1c28f7e6c851,10553,"CERAMIC GEO BOWL, SILVER",https://fileserver-g-p.sourcerer.tech/files/d941cb66-b891-4532-bb70-107c13e7f1c9
323bee5d-0f93-4ffc-9115-4145bb4c3cd6,10554,"CERAMIC GEO VASE, SILVER",https://fileserver-g-p.sourcerer.tech/files/1a2906e5-c1ad-404f-bea0-d4043ab5f025
d85afb8f-54d1-4d4d-8164-2f5492a4c76e,10555,"CERAMIC GEO VASE, SILVER",https://fileserver-g-p.sourcerer.tech/files/35d830f2-d1ee-4aab-a648-f71debb30fbf
13c5aabd-f47f-49d3-8c6c-faa439f93d4f,10556,"CERAMIC GARDEN STOOL, COPPER",https://fileserver-g-p.sourcerer.tech/files/f62f53f6-0227-4bea-af91-9e78db2c678e
478b1bb3-bbe3-464a-b021-403779723e0d,10557,"DECORATIVE CERAMIC COVERED JAR, BROWN",https://fileserver-g-p.sourcerer.tech/files/14635efc-42fc-44e8-a8e5-ff527ba0cbf8
0e3b0173-564c-40c6-a1e8-8f844774befe,10558,"DECORATIVE CERAMIC COVERED JAR, BROWN",https://fileserver-g-p.sourcerer.tech/files/52a47eee-fac9-42b2-abc0-793e82ebdc92
b3365157-a965-438a-a545-621d16b5ef09,10559,"DECORATIVE CERAMIC COVERED JAR, BROWN",https://fileserver-g-p.sourcerer.tech/files/6ca99a65-daeb-4ddd-9a1d-2271e158c2f5
f8652636-6fff-409e-b27b-3db9419fe8a0,10560,"DECORATIVE CERAMIC COVERED JAR, BROWN",https://fileserver-g-p.sourcerer.tech/files/13b89790-56c7-498b-a80f-1ac080376b1b
eeb97296-fe64-4d31-bc3c-1df8f8676fcc,10561,"DECORATIVE CERAMIC COVERED JAR, BROWN",https://fileserver-g-p.sourcerer.tech/files/bed7c140-82a2-4933-8c54-5f34f134a536
dac0c575-79a6-4507-8f9b-8ed6dfc01579,10562,"DECORATIVE CERAMIC COVERED JAR, BROWN",https://fileserver-g-p.sourcerer.tech/files/7e00e239-ddce-4703-b108-d2cfc868907c
900ffaa0-0fef-4052-9892-17d3f83e5f6d,10563,"DECORATIVE CERAMIC COVERED JAR, BROWN",https://fileserver-g-p.sourcerer.tech/files/9c8d4172-e19e-4d92-a32e-7df2b92dcc8c
6e65e3b1-1213-4fef-a354-0924b1a0ae02,10564,"DECORATIVE CERAMIC BANDED COVERED JAR, GREEN",https://fileserver-g-p.sourcerer.tech/files/040d848a-f858-4d71-8d30-2782b436d2d7
0375a510-a311-4b82-99b4-742182d6be52,10565,"DECORATIVE CERAMIC BANDED COVERED JAR, GREEN",https://fileserver-g-p.sourcerer.tech/files/83a35fbc-b5de-4205-8a71-11637d0fa7cd
b81affb5-4983-4ffb-97df-1ccf69c0839d,10566,"DECORATIVE CERAMIC BANDED COVERED JAR, GREEN",https://fileserver-g-p.sourcerer.tech/files/781cb74c-d53d-4f55-b150-2d7a0ae35da5
5eb95dac-5a27-4323-95e2-a4a711c6777d,10567,"DECORATIVE CERAMIC ORB, BLUE/WHITE",https://fileserver-g-p.sourcerer.tech/files/95a8d76e-4a64-4377-83fc-9a7d7b1251b3
038ad28b-78c1-48d6-ab16-d491cec002e5,10568,"DECORATIVE CERAMIC ORB, BLUE/WHITE",https://fileserver-g-p.sourcerer.tech/files/f95d94ee-3da4-49ce-8ce9-fdf2237cf31c
a6b8506d-c45e-4bfb-a01e-880bb7ef1c9a,10569,"DECORATIVE CERAMIC PITCHER, BLUE",https://fileserver-g-p.sourcerer.tech/files/b304e979-4813-4739-b946-db5b82d0e3f4
022a32f7-f650-41e6-8ce2-dc83ecd5ba2d,10570,"DECORATIVE CERAMIC VASE, BLUE",https://fileserver-g-p.sourcerer.tech/files/4c42d375-a044-4788-a07b-80fe01c53a6d
065b07b5-2344-4303-b320-ccd54f01b111,10571,"DECORATIVE CERAMIC COVERED JAR, BLUE",https://fileserver-g-p.sourcerer.tech/files/b7d89e76-80a0-419a-8192-80dc3cb1ba29
27ab4623-80b7-4b70-8d8e-b93f129f1f94,10572,"DECORATIVE CERAMIC COVERED JAR, BLUE",https://fileserver-g-p.sourcerer.tech/files/1d214e53-22d8-4c94-9268-b33f2913c1c2
80123ef6-5eab-42a3-8960-65b7f5975adc,10573,"BLUE CERAMIC PUFFER FISH 10""",https://fileserver-g-p.sourcerer.tech/files/7f3b81eb-2482-47e2-b0a4-a27c2f0eb968
af1f95d6-947c-4f3c-a3f3-03a2694efd4d,10573-01,"CERAMIC BLOWFISH FIGURINE 10"", BLUE",https://fileserver-g-p.sourcerer.tech/files/a10c5fcd-4bb0-4ca4-9443-e1a29113195f
abd43dc7-a2b9-45ac-ab19-c498da77587d,10573-03,"CERAMIC BLOWFISH 10"", BLUE",https://fileserver-g-p.sourcerer.tech/files/c5265424-9e21-4777-9ec2-32ef65483b92
af5188c1-69f2-4912-aa6c-fe9aa25e5586,10574,"BLUE CERAMIC PUFFER FISH 8""",https://fileserver-g-p.sourcerer.tech/files/d776c9a2-51f6-4bf1-a45c-fa9b441c2ac4
7b471bc5-cc4a-4aa8-bd28-86184ee93b67,10574-01,"CERAMIC BLOWFISH FIGURINE 8"", BLUE",https://fileserver-g-p.sourcerer.tech/files/dcfae1d6-08e1-4025-b7dd-fc78a257d498
a751b61c-f9d5-47f5-b2c4-f823c7e4f081,10574-03,"CERAMIC BLOWFISH 8"", BLUE",https://fileserver-g-p.sourcerer.tech/files/95131f81-9a82-4845-a14f-8a373489efdd
73a8d000-6ae9-4b38-9f58-8f8a99ecfff4,10575,"EC, BLUE CERAMIC SEASHELL, CONE",https://fileserver-g-p.sourcerer.tech/files/a60b3d57-3b66-4bb1-971d-51d1063725bd
15887a4d-7426-471a-8137-28658c954db8,10576,"BLUE CERAMIC SEASHELL, WHELK",https://fileserver-g-p.sourcerer.tech/files/5ad0c0f9-e115-4215-a21b-e43c810dc843
5bf69e52-07d6-483f-b205-d69c68f23994,10577,BLUE CERAMIC SEASHELL,https://fileserver-g-p.sourcerer.tech/files/363e274b-6b84-430b-9a44-c1b616a62f36
56738e56-c8d7-415d-b0d0-b93864cbc3a4,10578,"WHITE/BLUE CERAMIC CURVE VASE17.5""",https://fileserver-g-p.sourcerer.tech/files/30530488-ae85-473c-8927-8e5dbf2c036c
618418ff-0ffc-4006-ac97-a9d230b51781,10579,"WHITE/BLUE CERAMIC CURVE VASE11.75""",https://fileserver-g-p.sourcerer.tech/files/d9f56232-d3a2-4e7b-9c71-6d4ea936ae24
046a6052-ac60-4742-a614-ffac8c66ac9e,10580,"WHITE/BLUE CERAMIC CURVE VASE6.5""",https://fileserver-g-p.sourcerer.tech/files/cf286fa3-c7eb-4152-9b22-1b03fba0496e
c13771af-138f-489e-b943-7a09ffdc9d18,10581,"DECORATIVE CERAMIC VASE, BLUE/WHITE",https://fileserver-g-p.sourcerer.tech/files/1f114a87-f84e-4305-ad72-5ae0e1e41600
c13e226d-85bf-4ef8-9652-cc0c659fbf0e,10582,"DECORATIVE CERAMIC CORAL BOWL,ORANGE",https://fileserver-g-p.sourcerer.tech/files/278df61f-8ff6-49a5-99b1-d1c341337973
89fc599c-85bf-4a1a-8f61-73b0e52c0c3c,10583,"DECORATIVE CERAMIC CORAL PLATE, ORANGE",https://fileserver-g-p.sourcerer.tech/files/2290f8d1-537a-4bf9-aae8-e30c0c9871f6
dbd77319-295d-4327-8e8b-5be578cf64ed,10584,"CERAMIC PLANTER, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/1eb4ae32-a21e-4517-ae7d-a85ff6be4f8f
e04075ec-324a-4a91-8ce2-5ffcaec13f8f,10585,"CERAMIC PLANTER, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/2d8bf613-d650-4f17-962e-1d5ccda74fdd
cdec875a-066a-434c-950a-3e289fd97b6e,10586,"CERAMIC PLANTER, GUN METAL",https://fileserver-g-p.sourcerer.tech/files/97f1fa4a-48b2-4da3-b165-b32a242d6636
d02fd211-25d9-419f-b549-5f95cfd157ce,10587,"LION WALL DECOR, BRONZE",https://fileserver-g-p.sourcerer.tech/files/756485e8-bc87-45f2-816d-63e3074f47f1
2b477979-0fce-4b6f-af62-a7054c355645,10588,"MODERN CERAMIC SCULPTURE, BRONZE",https://fileserver-g-p.sourcerer.tech/files/2bdfff42-2d9c-4f46-a962-8cb0b1ea8322
307c2b27-632c-4fc9-9592-eeee6d3e5e39,10589,BRONZE CERAMIC ROPE KNOT,https://fileserver-g-p.sourcerer.tech/files/58d891e3-fe49-4ccb-9c3e-83febe87a3e1
7806a6d5-0de9-429b-8a6b-2227d462a768,10590,"GARDEN STOOL, CERAMIC, NAVY",https://fileserver-g-p.sourcerer.tech/files/13e2775f-bf1b-4c59-aab1-9e24154052cb
96f58ba4-5886-4e71-bd32-7947bc430e1e,10590D,"CERAMIC GARDEN STOOL, NAVY",https://fileserver-g-p.sourcerer.tech/files/97019d98-c76f-4cfe-a334-29c8a2acfe48
4cf3b8a9-8a42-4427-954f-90f504504ebb,10591,"DECORATIVE CERAMIC VASE, BLUE",https://fileserver-g-p.sourcerer.tech/files/191ff4e8-b7d3-454c-ab85-82c1daff8dd1
9f354013-1f43-416a-a9e9-21b211a1e064,10592,"DECORATIVE CERAMIC VASE, BLUE",https://fileserver-g-p.sourcerer.tech/files/b6d1a576-1126-4247-b24c-6a4f89b10f35
3560f1b3-67cd-4b17-acf2-3005823dac62,10593,"DECORATIVE CERAMIC VASE, BLUE",https://fileserver-g-p.sourcerer.tech/files/9851b184-c455-4613-9ac0-67e135785b01
b8708e41-cfc5-431c-ad4b-c5ae0aa41640,10594,BLUE BOOTS UMBRELLA STAND,https://fileserver-g-p.sourcerer.tech/files/f33218d5-5f36-4ced-97a1-e79768f9fa22
